id,time,cur_frame,total_frames,arm_pos_x,arm_pos_y,arm_pos_z,arm_yaw,arm_roll,arm_pitch,hand_pos_x,hand_pos_y,hand_pos_z,hand_yaw,hand_roll,hand_pitch,hand_vel_x,hand_vel_y,hand_vel_z,finger1_pos_x,finger1_pos_y,finger1_pos_z,finger1_yaw,finger1_roll,finger1_pitch,finger1_vel_x,finger1_vel_y,finger1_vel_z,finger2_pos_x,finger2_pos_y,finger2_pos_z,finger2_yaw,finger2_roll,finger2_pitch,finger2_vel_x,finger2_vel_y,finger2_vel_z,finger3_pos_x,finger3_pos_y,finger3_pos_z,finger3_yaw,finger3_roll,finger3_pitch,finger3_vel_x,finger3_vel_y,finger3_vel_z,finger4_pos_x,finger4_pos_y,finger4_pos_z,finger4_yaw,finger4_roll,finger4_pitch,finger4_vel_x,finger4_vel_y,finger4_vel_z,finger5_pos_x,finger5_pos_y,finger5_pos_z,finger5_yaw,finger5_roll,finger5_pitch,finger5_vel_x,finger5_vel_y,finger5_vel_z,sign
0,3690335,0,20,107.80968,109.862686,202.84691,-0.38682246,0.52342916,-0.75920373,2.925637,267.52728,-17.473886,-0.071113646,0.66329753,-0.7449693,-27.87048,-44.758976,-31.909365,-2.925637,-267.52728,17.473886,0.0,0.0,0.0,0.0,0.0,0.0,-2.925637,-267.52728,17.473886,0.0,0.0,0.0,0.0,0.0,0.0,-2.925637,-267.52728,17.473886,0.0,0.0,0.0,0.0,0.0,0.0,-2.925637,-267.52728,17.473886,0.0,0.0,0.0,0.0,0.0,0.0,-2.925637,-267.52728,17.473886,0.0,0.0,0.0,0.0,0.0,0.0,a
1,100520478,1,20,106.374664,108.591324,201.68382,-0.3900789,0.5134678,-0.76432276,1.1509411,264.86664,-19.122374,-0.061494067,0.68193156,-0.72882634,-15.089987,-34.421597,-13.860393,-1.1509411,-264.86664,19.122374,0.0,0.0,0.0,0.0,0.0,0.0,-1.1509411,-264.86664,19.122374,0.0,0.0,0.0,0.0,0.0,0.0,-1.1509411,-264.86664,19.122374,0.0,0.0,0.0,0.0,0.0,0.0,-1.1509411,-264.86664,19.122374,0.0,0.0,0.0,0.0,0.0,0.0,-1.1509411,-264.86664,19.122374,0.0,0.0,0.0,0.0,0.0,0.0,a
2,203132939,2,20,106.905266,111.73233,202.79457,-0.39913708,0.47951758,-0.78150654,0.17970678,260.70532,-21.534666,-0.047091022,0.6991633,-0.7134095,-4.403746,-41.85048,-16.315388,-0.17970678,-260.70532,21.534666,0.0,0.0,0.0,0.0,0.0,0.0,-0.17970678,-260.70532,21.534666,0.0,0.0,0.0,0.0,0.0,0.0,-0.17970678,-260.70532,21.534666,0.0,0.0,0.0,0.0,0.0,0.0,-0.17970678,-260.70532,21.534666,0.0,0.0,0.0,0.0,0.0,0.0,-0.17970678,-260.70532,21.534666,0.0,0.0,0.0,0.0,0.0,0.0,a
3,302787352,3,20,104.0232,105.098076,201.2297,-0.38032755,0.49936584,-0.7784502,0.76872134,258.21988,-22.640772,-0.06984996,0.68901455,-0.7213736,9.653816,-28.590466,-13.970458,-0.76872134,-258.21988,22.640772,0.0,0.0,0.0,0.0,0.0,0.0,-0.76872134,-258.21988,22.640772,0.0,0.0,0.0,0.0,0.0,0.0,-0.76872134,-258.21988,22.640772,0.0,0.0,0.0,0.0,0.0,0.0,-0.76872134,-258.21988,22.640772,0.0,0.0,0.0,0.0,0.0,0.0,-0.76872134,-258.21988,22.640772,0.0,0.0,0.0,0.0,0.0,0.0,a
4,403004847,4,20,103.17343,100.219666,199.37521,-0.37326074,0.514305,-0.7721184,1.7286958,256.81274,-23.12568,-0.0682356,0.6878153,-0.7226714,4.7857676,-6.196416,-4.486155,-1.7286958,-256.81274,23.12568,0.0,0.0,0.0,0.0,0.0,0.0,-1.7286958,-256.81274,23.12568,0.0,0.0,0.0,0.0,0.0,0.0,-1.7286958,-256.81274,23.12568,0.0,0.0,0.0,0.0,0.0,0.0,-1.7286958,-256.81274,23.12568,0.0,0.0,0.0,0.0,0.0,0.0,-1.7286958,-256.81274,23.12568,0.0,0.0,0.0,0.0,0.0,0.0,a
5,503241453,5,20,104.60855,103.18697,198.94106,-0.38735676,0.49044213,-0.7806544,1.6978097,256.29626,-23.996614,-0.02788096,0.7305379,-0.6823027,-0.4689942,-3.7715886,-8.5513115,-1.6978097,-256.29626,23.996614,0.0,0.0,0.0,0.0,0.0,0.0,-1.6978097,-256.29626,23.996614,0.0,0.0,0.0,0.0,0.0,0.0,-1.6978097,-256.29626,23.996614,0.0,0.0,0.0,0.0,0.0,0.0,-1.6978097,-256.29626,23.996614,0.0,0.0,0.0,0.0,0.0,0.0,-1.6978097,-256.29626,23.996614,0.0,0.0,0.0,0.0,0.0,0.0,a
6,603321441,6,20,105.210304,105.12571,201.72664,-0.3858488,0.47227395,-0.7925137,1.399161,253.73785,-23.81681,-0.054166693,0.7315135,-0.67967194,-2.9563172,-19.710436,2.6050267,-1.399161,-253.73785,23.81681,0.0,0.0,0.0,0.0,0.0,0.0,-1.399161,-253.73785,23.81681,0.0,0.0,0.0,0.0,0.0,0.0,-1.399161,-253.73785,23.81681,0.0,0.0,0.0,0.0,0.0,0.0,-1.399161,-253.73785,23.81681,0.0,0.0,0.0,0.0,0.0,0.0,-1.399161,-253.73785,23.81681,0.0,0.0,0.0,0.0,0.0,0.0,a
7,703421006,7,20,105.96402,106.65116,203.08098,-0.38870725,0.4609967,-0.79773974,1.279997,252.41731,-23.788612,-0.05744999,0.72759885,-0.68359303,-1.484667,-6.5463414,-0.023253895,-1.279997,-252.41731,23.788612,0.0,0.0,0.0,0.0,0.0,0.0,-1.279997,-252.41731,23.788612,0.0,0.0,0.0,0.0,0.0,0.0,-1.279997,-252.41731,23.788612,0.0,0.0,0.0,0.0,0.0,0.0,-1.279997,-252.41731,23.788612,0.0,0.0,0.0,0.0,0.0,0.0,-1.279997,-252.41731,23.788612,0.0,0.0,0.0,0.0,0.0,0.0,a
8,803592821,8,20,104.94719,106.28558,201.84164,-0.38638684,0.4620103,-0.7982805,0.90972286,252.77235,-24.697243,-0.055723276,0.7371953,-0.67337805,-5.5758877,5.077482,-14.65077,-0.90972286,-252.77235,24.697243,0.0,0.0,0.0,0.0,0.0,0.0,-0.90972286,-252.77235,24.697243,0.0,0.0,0.0,0.0,0.0,0.0,-0.90972286,-252.77235,24.697243,0.0,0.0,0.0,0.0,0.0,0.0,-0.90972286,-252.77235,24.697243,0.0,0.0,0.0,0.0,0.0,0.0,-0.90972286,-252.77235,24.697243,0.0,0.0,0.0,0.0,0.0,0.0,a
9,903740397,9,20,104.48039,104.94492,201.37488,-0.38194442,0.46999097,-0.79575557,0.86694616,252.67792,-25.045393,-0.06943421,0.7253186,-0.6849028,0.06055863,-0.913707,-3.5454679,-0.86694616,-252.67792,25.045393,0.0,0.0,0.0,0.0,0.0,0.0,-0.86694616,-252.67792,25.045393,0.0,0.0,0.0,0.0,0.0,0.0,-0.86694616,-252.67792,25.045393,0.0,0.0,0.0,0.0,0.0,0.0,-0.86694616,-252.67792,25.045393,0.0,0.0,0.0,0.0,0.0,0.0,-0.86694616,-252.67792,25.045393,0.0,0.0,0.0,0.0,0.0,0.0,a
